_id,latest_count_id,latest_count_type,latest_count_date_start,latest_count_date_end,latest_count_duration,location_name,longitude,latitude,centreline_id,avg_daily_vol,avg_weekday_daily_vol,avg_weekend_daily_vol,avg_wkdy_am_peak_start,avg_wkdy_am_peak_vol,avg_wkdy_pm_peak_start,avg_wkdy_pm_peak_vol,avg_speed,avg_85th_percentile_speed,avg_95th_percentile_speed,avg_heavy_pct
1194,3009028,ATR_SPEED_VOLUME,2024-04-02,2024-04-04,72,Sentinel Rd: Hucknall Rd - Derrydown Rd,-79.49934806965318,43.75841273892789,30141361,4899,4899,,08:15:00,487,15:00:00,402,41.5,48.4,53.2,
1195,3009027,ATR_SPEED_VOLUME,2024-04-02,2024-04-04,72,Shoreham Dr: Black Creek Trl - Shoreham Crt,-79.5174199896459,43.7695390035204,439111,8012.7,8012.7,,08:00:00,583,16:30:00,996,41.8,48.8,53.9,
1196,3009026,ATR_SPEED_VOLUME,2024-04-02,2024-04-04,72,Oakdale Rd: Eddystone Ave - Finch Ave W,-79.52646561363962,43.751990684796596,10536929,10989.3,10989.3,,08:15:00,815,15:15:00,836,43.9,52.1,56.6,
1197,3009025,ATR_SPEED_VOLUME,2024-04-02,2024-04-04,72,Wilmington Ave: Purdon Dr - Cedar Springs Grv,-79.46007,43.768620000000006,439170,7655.7,7655.7,,08:30:00,652,16:00:00,692,39.9,47.3,51.6,
1198,3009024,ATR_SPEED_VOLUME,2024-04-02,2024-04-04,72,Elder St: Kennard Ave - Pannahill Rd,-79.454085,43.762095,439815,747.7,747.7,,08:00:00,77,16:00:00,66,37.6,47.2,52.7,
1199,3009020,ATR_SPEED_VOLUME,2024-04-02,2024-04-04,72,Priscilla Ave: Lane N of St Johns and W of Willard - Lane S of Dundas and E of Jane,-79.48890027311788,43.66392988874231,20004285,661,661,,08:15:00,99,15:15:00,74,31.2,39.1,44.4,
1200,3009014,ATR_SPEED_VOLUME,2024-04-02,2024-04-04,72,John Garland Blvd: Four Leaf Dr - Mosque Cres,-79.59160576610084,43.73190100495411,907312,7501,7501,,08:15:00,653,14:45:00,646,39.8,44.9,49.4,
1201,3009013,ATR_SPEED_VOLUME,2024-04-02,2024-04-04,72,Cabernet Crcl: Royalcrest Rd - Cassis Dr,-79.60441789393009,43.751435754713334,906605,2195,2195,,08:00:00,203,17:15:00,181,31.2,38.1,42.3,
1202,3009170,ATR_SPEED_VOLUME,2024-04-02,2024-04-04,72,Queen's Plate Dr: Harness Rd - Hwy 27 N,-79.59570396026024,43.72248930684016,10948099,5104.7,5104.7,,08:45:00,297,16:45:00,471,52.2,61.4,67,
1203,3009157,ATR_SPEED_VOLUME,2024-04-02,2024-04-04,72,Don Mills Rd E to Godstone Rd,-79.34828474346044,43.7816137173022,9950377,13119.7,13119.7,,08:00:00,948,17:15:00,1193,52.1,59.1,64.1,
1204,3009156,ATR_SPEED_VOLUME,2024-04-02,2024-04-04,72,Fairview Mall Dr: Don Mills Rd W - Godstone Rd,-79.34725002043872,43.77941999610692,437852,12346.3,12346.3,,08:30:00,837,17:00:00,1050,42.4,52.6,59.1,
1205,3009241,ATR_SPEED_VOLUME,2024-04-02,2024-04-04,72,Bouchette St: Commissioners St - Lake Shore Blvd E,-79.34099,43.651845,1145198,1045.3,1045.3,,06:30:00,77,14:45:00,70,38.3,48.4,54.3,
1206,3009273,ATR_SPEED_VOLUME,2024-04-02,2024-04-04,72,Lloyd Ave: Lane E of Keele and N of Lloyd - Keele St,-79.46684,43.67141500000001,14012676,1678.3,1678.3,,08:30:00,157,15:15:00,156,28.9,34.8,39,
1207,3009274,ATR_SPEED_VOLUME,2024-04-02,2024-04-04,72,Mulock Ave: Hirons St - Lloyd Ave,-79.46552000000001,43.670615000000005,8292448,635,635,,08:30:00,42,15:30:00,53,27.4,34.6,39,
1208,3009275,ATR_SPEED_VOLUME,2024-04-02,2024-04-04,72,Lloyd Ave: Lane E of Mulock and S of Lloyd - Mulock Ave,-79.46559000000002,43.671505,14012715,1146.3,1146.3,,08:30:00,115,15:15:00,108,29.4,36.1,39.1,
1209,3009288,ATR_SPEED_VOLUME,2024-04-02,2024-04-04,72,Willard Ave: Hanley St - Winfield Ave,-79.48623500000001,43.66124500000001,10560970,1414.3,1414.3,,08:00:00,217,16:45:00,152,28.4,36.4,39.6,
1210,3009316,ATR_SPEED_VOLUME,2024-04-02,2024-04-04,72,Ossington Ave: Humbert St - Argyle St,-79.41967500000001,43.646505000000005,10558391,8388.7,8388.7,,08:15:00,553,16:45:00,579,30.3,39.7,44.9,
1211,3008892,ATR_SPEED_VOLUME,2024-04-02,2024-04-04,72,Leaside Bdge: Pape Ave - Millwood Rd,-79.34945,43.697520000000004,941,18833.3,18833.3,,08:15:00,1350,16:45:00,1485,38,48.4,53.2,
1212,3008930,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Leonard Ave: Leonard Pl - Nassau St,-79.40466533250198,43.653922689264235,20259264,2415,2415,,08:45:00,192,14:45:00,154,21.8,33.8,39.4,
1213,3008927,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Parkmount Rd: Mountjoy Ave - Lane S of Danforth and W of Craven,-79.32581900352069,43.681884163614036,20043257,753.3,753.3,,08:15:00,63,17:15:00,71,28.9,37.1,39.7,
1214,3008503,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Stevenvale Dr: Van Allan Rd - Holmfirth Ter,-79.22088000000001,43.75888500000001,109266,586,586,,08:30:00,34,18:30:00,52,28,37.8,42.7,
1215,3009208,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Bloor St W: Cliveden Ave - Brentwood Rd S,-79.513035,43.647000000000006,6765759,18897.7,18897.7,,08:15:00,1322,17:00:00,1283,33.8,43.5,48.8,
1216,3008434,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Edgevalley Dr: Edgehill Rd - Colwood Rd,-79.5184628290894,43.66663263271512,910185,222.3,222.3,,08:15:00,21,15:00:00,24,33.1,43.4,48.5,
1217,3008436,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Jopling Ave N: Tyre Ave - Mattice Ave,-79.54136000000001,43.645005000000005,911709,543.3,543.3,,08:30:00,84,15:15:00,68,32.8,41.1,44.6,
1218,3008502,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Van Allan Rd: Willsteven Dr - Stevenvale Dr,-79.221115,43.758045,109294,467.3,467.3,,08:30:00,39,15:30:00,43,30,37.8,41.6,
1219,3008486,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Tollington Rd: Sandwell Dr - Cromer Pl,-79.56668282302421,43.68708150505839,909124,385,385,,08:00:00,27,15:00:00,34,39.7,49.3,54.4,
1220,3008993,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Gooderham Dr: Brian Ave - Murray Glen Dr,-79.30454250873127,43.74955222589454,110246,663.7,663.7,,08:15:00,111,14:45:00,85,38.9,48.6,54.8,
1221,3008992,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Biscayne Blvd: Shangarry Dr - Shaneen Blvd,-79.30205004166885,43.73031548241475,111410,2175.7,2175.7,,08:00:00,187,16:45:00,206,43.9,52.1,57.8,
1222,3008988,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Elinor Ave: Brian Ave - Joy Dr,-79.30263757200943,43.74928200147853,110213,1005,1005,,08:15:00,71,15:15:00,92,42.8,52.8,58.5,
1223,3009094,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Burnview Cres: Gaiety Dr - Vesper Crt,-79.23746110806583,43.755038168501564,109562,1558,1558,,08:15:00,140,15:30:00,155,41.2,48.7,54,
1224,3008484,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Roosevelt Rd: Mortimer Ave - Memorial Park Ave,-79.3301502150786,43.690766150274655,1618,327.3,327.3,,08:00:00,48,15:00:00,32,33.3,43.3,48.9,
1225,3008469,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Galbraith Ave: Barron Rd - Glenburn Ave,-79.30255,43.713570000000004,229,429,429,,08:15:00,44,16:30:00,41,36.7,44.3,49.1,
1226,3008963,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Nanton Ave: Dale Ave - Elm Ave,-79.37179,43.675650000000005,1141237,378.7,378.7,,07:45:00,30,18:00:00,45,30.1,39.2,46.2,
1227,3009211,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Bloor St W: Durie St - Windermere Ave,-79.47976,43.65037,6314757,16779.3,16779.3,,08:45:00,951,16:30:00,1247,32.8,42.7,48.2,
1228,3008957,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Great Oak Dr: Birchcroft Rd - Cedarland Dr,-79.53341064432539,43.65954916847746,910574,372,372,,07:45:00,56,14:15:00,37,37.4,46.1,49.8,
1229,3008483,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Cloverhill Rd: Newholm Rd - Kinsdale Park Trl,-79.488055,43.63479000000001,30072609,687,687,,08:15:00,111,14:45:00,89,34.7,42.7,47.4,
1230,3009096,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Midland Ave: Wainfleet Rd - Lord Roberts Dr,-79.26053078165248,43.740248490522426,110832,20594,20594,,08:15:00,1617,17:00:00,1584,50.8,58.2,63.4,
1231,3008479,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Woodycrest Ave: Sammon Ave - Kings Park Blvd,-79.343945,43.685385000000004,1863,941.3,941.3,,08:15:00,76,16:30:00,92,26.7,32.8,36,
1232,3008951,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Lane W of Royal York and N of Hay,-79.500415,43.619580000000006,14228718,70.7,70.7,,09:15:00,4,15:15:00,9,17.3,27.1,29.5,
1233,3008478,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Woodycrest Ave: Kings Park Blvd - Mortimer Ave,-79.34424000000001,43.686175000000006,1844,1043.3,1043.3,,08:30:00,88,17:00:00,104,30.6,37,39.6,
1234,3009172,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,The West Mall: Snowellen Avenue Parkette Trl - Leavenworth Cres,-79.56030589804669,43.632055206071364,30105899,13618.3,13618.3,,08:15:00,915,16:00:00,1268,56.4,64,69.5,
1235,3008472,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Emerson Ave: Lane N of Bloor and E of St Clarens - Paton Rd,-79.44126,43.660095000000005,14012771,538.3,538.3,,08:15:00,53,16:45:00,46,22,31.3,34.8,
1236,3008471,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Emerson Ave: Paton Rd - Wallace Ave,-79.44198671425345,43.66192937305341,10334698,287,287,,08:15:00,25,17:00:00,31,25.3,33.1,36.9,
1237,3008444,ATR_SPEED_VOLUME,2024-03-19,2024-04-11,576,Renault Cres: Matane Crt - Griggsden Ave,-79.523459852718,43.68689019592601,909115,288.5,288.5,,08:00:00,31,15:45:00,30,37.7,47.3,52.9,
1238,3008937,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Lympstone Ave: St Edmund's Dr - Weybourne Cres,-79.39992000000001,43.723855,1137848,970.7,970.7,,08:00:00,88,17:30:00,146,38.1,44.2,48.6,
1239,3009210,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Bloor St W: Riverside Dr - King's Mill Park Trl,-79.49377551324858,43.64906836845403,9642,18287,18287,,07:45:00,1107,15:15:00,1323,48.2,58.2,63.5,
1240,3008936,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Lawrence Cres: Lympstone Ave - Mount Pleasant Rd (id: 2364668),-79.39720415639205,43.7238495504917,2364668,937.3,937.3,,08:00:00,86,15:45:00,155,32.9,38.8,42.6,
1241,3008934,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Eileen Ave: Bernice Cres - Mildred Ave,-79.49695500000001,43.669160000000005,7641647,610.3,610.3,,08:15:00,57,17:00:00,62,36.6,44.4,49.6,
1242,3008447,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Benrubin Dr: Firenza Dr - Duncanwoods Dr,-79.56601422987487,43.752540383124774,441305,238.3,238.3,,08:00:00,17,15:00:00,22,30.6,41.9,47.6,
1243,3008465,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Delta St: Lanor Ave - Evans Ave,-79.53938500000001,43.61153,914053,1093.7,1093.7,,08:15:00,76,16:45:00,97,42.7,51.8,56.9,
1244,3008470,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Ranstone Gdns: Chopin Ave - Rosemount Dr,-79.27847,43.73928000000001,110837,3087,3087,,08:15:00,274,15:00:00,286,43.3,51.6,57,
1245,3008731,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Lavinia Ave: Morningside Ave - Deforest Rd,-79.47773000000001,43.64665000000001,1146486,363.7,363.7,,08:00:00,39,17:00:00,34,27.9,37.8,42.9,
1246,3008606,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Burnhamthorpe Rd: Shaver Ave N - Warwood Rd,-79.55335738222355,43.64778366946829,911442,32808,32808,,08:00:00,2690,16:45:00,2800,54.4,61.3,66.2,
1247,3008504,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Stevenvale Dr: Willsteven Dr - Van Allan Rd,-79.22016500000001,43.757200000000005,109431,501.3,501.3,,08:30:00,26,18:00:00,53,38.1,47.7,53.7,
1248,3008431,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Rathburn Rd: Ravenscrest Dr - Kevi Lane,-79.55085500000001,43.658075000000004,8115857,11387,11387,,08:00:00,1105,16:45:00,1166,49.7,56.7,61.5,
1249,3008432,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Fletcher Pl: Aikenhead Rd - Stapleton Dr,-79.546425,43.690855,908908,317.3,317.3,,08:00:00,42,15:00:00,36,39,48.3,53.6,
1250,3008433,ATR_SPEED_VOLUME,2024-03-19,2024-03-21,72,Edgevalley Dr: Westridge Rd - Romney Rd,-79.51789879110935,43.669509093332,909977,262.3,262.3,,08:15:00,33,14:45:00,31,37.6,47.2,52.5,
1251,3008401,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,Concorde Gt: Wynford DVP N Ramp - Concorde Pl,-79.32928000000001,43.729315,9602797,3341.3,3341.3,,07:45:00,293,16:00:00,338,30.7,37.7,41.3,
1252,3008983,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,Lawson Rd: Adams Park Trl - Wichey Rd,-79.14455500000001,43.788845,30059782,6654.7,6654.7,,07:45:00,594,15:00:00,559,48,54.2,59.2,
1253,3008296,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,Wynford Dr: Eglinton W / Wynford Dr Ramp - Eglinton Ave E,-79.32564,43.724810000000005,444215,17587,17587,,08:15:00,1407,17:00:00,1544,44.3,53.6,59.3,
1254,3009092,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,Birchmount Rd: Burcana Rd - Canadian Rd,-79.29014251790063,43.760438972044376,60039136,35376.3,35376.3,,08:15:00,2576,16:15:00,2853,47,56.1,60,
1255,3009090,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,Village Green Sq (id: 30030129),-79.28324009938521,43.77912452352888,30030129,3088.3,3088.3,,08:00:00,228,17:30:00,282,34.5,41.9,44.9,
1256,3009089,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,Village Green Sq (id: 30030132),-79.28176500000001,43.77881000000001,30030132,1755,1755,,08:00:00,122,17:15:00,147,27,38,42.9,
1257,3008977,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,Bellamy Rd N: Bridlington St - Lynnbrook Dr,-79.24079836602162,43.771540650645434,108041,15277.3,15277.3,,08:00:00,1253,16:30:00,1227,56,63.5,68.9,
1258,3008976,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,Bellamy Rd N: Ellesmere Rd - Progress Ave,-79.24321996292066,43.778584273297604,107360,15692,15692,,08:00:00,1180,16:15:00,1427,53.2,61.9,67.6,
1259,3009099,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,Colonel Danforth Trl: Bonacres Ave - Jean Dempsey Gt,-79.1632088366691,43.77976016878943,107186,433.3,433.3,,08:00:00,34,15:15:00,44,35.7,44.1,49.3,
1260,3008292,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,Gervais Dr to Wynford Dr (id: 444469),-79.33636680744914,43.722741689389665,444469,3561.3,3561.3,,08:30:00,381,17:30:00,316,37.7,44.4,49.3,
1261,3009100,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,Rouge Hills Dr: Taylor Rd - Island Rd,-79.13145886716406,43.79571031243744,4110391,1581,1581,,08:15:00,112,15:00:00,133,40.7,48.1,52.6,
1262,3009075,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,Meadowvale Rd: Lawrence Ave E - Wanita Rd,-79.15725031617802,43.777218256110565,2184375,2492.7,2492.7,,07:45:00,303,14:45:00,229,46,53.1,57.7,
1263,3009074,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,Canmore Blvd: Parade Sq - Halfmoon Sq,-79.18034330383341,43.79356434630188,105628,2813.7,2813.7,,08:15:00,303,14:45:00,241,39.1,46.5,49.9,
1264,3009055,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,Cherokee Blvd: Chalet Rd - Pinto Dr,-79.33691360003598,43.79205800007997,436854,3232.7,3232.7,,08:15:00,284,17:00:00,431,35.4,44.2,49.1,
1265,3008439,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,Brian Dr: Sheppard Ave E - Patrick Blvd,-79.33127470419564,43.775644112586896,438171,7635,7635,,08:15:00,784,17:00:00,728,39.8,47.8,52.4,
1266,3009072,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,Highcastle Rd: Pineslope Cres - Grovenest Dr,-79.21539000000001,43.788590000000006,6362435,859.3,859.3,,08:30:00,92,15:00:00,104,36.7,44.5,49.7,
1267,3008501,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,Corinthian Blvd to Hepscott Ter,-79.32846702971987,43.792242882284484,106056,1505,1505,,08:30:00,149,16:45:00,144,39,46.6,49.9,
1268,3008500,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,Corinthian Blvd: Fairglen Park Trl - Fairglen Ave,-79.32673337365192,43.789090786685406,30103212,1212.3,1212.3,,08:15:00,179,15:00:00,142,37.4,44.2,48.8,
1269,3008499,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,Corinthian Blvd: Corton Gt - Hepscott Ter,-79.329408580627,43.79093716125398,106209,1695,1695,,08:30:00,167,16:45:00,158,38.5,44.7,49.3,
1270,3009104,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,Brimley Rd: Danjohn Cres - Finch Corridor Trl,-79.28163638915365,43.815159375595705,103788,18922,18922,,08:15:00,1591,17:00:00,1650,50.7,59.1,64.3,
1271,3008440,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,Brian Dr: Wagon Trailway - Old Sheppard Ave,-79.33220914951683,43.778082211593976,9467690,5903,5903,,08:15:00,659,17:00:00,567,43.3,49.2,53.8,
1272,3008994,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,Megan Ave: Lawrence Ave E - Fergalea Ave,-79.17112,43.77319,107764,1487.3,1487.3,,07:30:00,156,14:45:00,117,42.5,50,56.8,
1273,3009053,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,Cliffwood Rd to Cliffwood Park Trl (id: 30100878),-79.35414,43.807925000000004,30100878,1241.3,1241.3,,08:00:00,149,17:00:00,122,42,49.2,54.3,
1274,3009052,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,York Mills Rd: Ness Dr - Rayoak Dr,-79.32203000000001,43.761985,439609,9486.7,9486.7,,08:15:00,777,17:15:00,835,38.6,44.4,49,
1275,3009105,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,McNicoll Ave: Brimley Rd - Hutchcroft Ave,-79.27941055340159,43.816232431586464,103633,20068,20068,,08:15:00,1830,17:00:00,1684,53.7,61.7,67.1,
1276,3008987,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,Shorting Rd: McGriskin Rd - Nugget Ave,-79.25035881853647,43.795017572490465,2689186,3513.7,3513.7,,08:15:00,301,16:30:00,293,46,53.7,59.1,
1277,3008986,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,Nugget Ave: McCowan Rd - Shorting Rd,-79.25501198722732,43.79380558301733,2676387,13642.7,13642.7,,08:00:00,1302,15:15:00,1118,53.2,61.3,66.6,
1278,3008984,ATR_SPEED_VOLUME,2024-03-05,2024-03-07,72,Wichey Rd: Tilley Dr - Lawson Rd,-79.143675,43.78855,106140,976.7,976.7,,08:00:00,103,14:45:00,108,33.1,38.5,41.9,
1279,3009114,ATR_SPEED_VOLUME,2024-02-27,2024-02-29,72,Strathgowan Cres: Blythwood Rd - Strathgowan Ave,-79.38898731290233,43.71974645403023,7754013,649.7,649.7,,08:00:00,120,15:00:00,90,26.7,37.1,41.3,
1280,3009111,ATR_SPEED_VOLUME,2024-02-27,2024-02-29,72,Glengowan Rd: Mount Pleasant Rd - Dundurn Rd,-79.394085,43.72057,1137923,806.7,806.7,,08:15:00,114,15:00:00,126,34.8,42.5,46.8,
1281,3009110,ATR_SPEED_VOLUME,2024-02-27,2024-02-29,72,Dawlish Ave: Mount Pleasant Rd - Dundurn Rd,-79.39445186542733,43.72153906439648,1137909,440,440,,07:45:00,42,15:00:00,42,32.3,38.9,42.9,
1282,3009109,ATR_SPEED_VOLUME,2024-02-27,2024-02-29,72,Lawrence Cres: Mount Pleasant Rd - Lympstone Ave (id: 2364618),-79.39560720976823,43.724191395115895,2364618,200.7,200.7,,07:45:00,20,14:45:00,17,29.3,37,39.4,
1283,3009108,ATR_SPEED_VOLUME,2024-02-27,2024-02-29,72,Dinnick Cres: Mount Pleasant Rd - Rochester Ave,-79.39511757557513,43.72319856068589,30151195,1155,1155,,08:00:00,148,15:30:00,163,37.2,43.7,47.9,
1284,3009086,ATR_SPEED_VOLUME,2024-02-27,2024-02-29,72,Balliol St: Mount Pleasant Rd - Lane S of Davisville and E of Mt Pleasant,-79.386065,43.699445,30065363,1124.7,1124.7,,08:00:00,182,15:15:00,142,29.7,37.1,41.2,
1285,3009064,ATR_SPEED_VOLUME,2024-02-27,2024-02-29,72,Pharmacy Ave: Maryvale Park Trl - Princeway Dr,-79.30854500000001,43.752930000000006,30085793,16379,16379,,08:15:00,1296,15:00:00,1468,50.9,58.7,64.3,
1286,3009063,ATR_SPEED_VOLUME,2024-02-27,2024-02-29,72,Ionview Rd: Flempton Cres - Yorkshire Rd,-79.27449567033568,43.739461723720275,110852,1023.3,1023.3,,08:00:00,133,15:00:00,120,35.5,43.9,49,
1287,3009059,ATR_SPEED_VOLUME,2024-02-27,2024-02-29,72,Corvette Ave: Brenda Cres - Linden Ave,-79.26009162985376,43.726372092536565,30075861,2468,2468,,08:30:00,257,15:00:00,235,35.8,43.1,47.1,
1288,3009051,ATR_SPEED_VOLUME,2024-02-27,2024-02-29,72,Underhill Dr: Roanoke Rd - Monarchwood Cres,-79.3255217438064,43.742651486111335,8292452,11440.7,11440.7,,08:00:00,1145,17:15:00,948,39.9,46.3,49.6,
1289,3009050,ATR_SPEED_VOLUME,2024-02-27,2024-02-29,72,Rolph Rd: Leacrest Rd - Southvale Dr,-79.36518063823495,43.698449751715366,1006,354.3,354.3,,07:45:00,33,16:30:00,39,29.4,37.4,39.8,
1290,3009049,ATR_SPEED_VOLUME,2024-02-27,2024-02-29,72,Banbury Rd: Portsmith Rd - Heathcote Ave,-79.37097486521475,43.754603862103465,440640,2332.7,2332.7,,08:15:00,472,14:45:00,338,37.1,43.9,48.8,
1291,3009012,ATR_SPEED_VOLUME,2024-02-27,2024-02-29,72,Russell Hill Rd: Clarendon Ave - St Clair Ave W,-79.40727000000001,43.68392,1139998,1801.7,1801.7,,08:00:00,429,15:15:00,99,36.1,43.2,48,
1292,3009011,ATR_SPEED_VOLUME,2024-02-27,2024-02-29,72,Poplar Plains Rd: Balmoral Ave - Lynwood Ave,-79.40329,43.684715000000004,7992576,1444.3,1444.3,,08:15:00,109,15:15:00,246,29.7,37.7,41.5,
1293,3009010,ATR_SPEED_VOLUME,2024-02-27,2024-02-29,72,Poplar Plains Rd: Cottingham St - Poplar Plains Cres,-79.40300117942763,43.67907845166316,30136391,2580,2580,,08:00:00,242,15:00:00,381,24.1,31.9,34.8,
1294,3009009,ATR_SPEED_VOLUME,2024-02-27,2024-02-29,72,Bedford Rd: Elgin Ave - Boswell Ave,-79.39869000000002,43.671615,1141907,5679.3,5679.3,,08:45:00,429,16:45:00,436,36.9,44,48.6,
1295,3009112,ATR_SPEED_VOLUME,2024-02-27,2024-02-29,72,St Leonard's Cres: Pinedale Rd - St Leonard's Ave,-79.39005338295806,43.72309992556292,2364275,327.7,327.7,,08:00:00,41,17:00:00,33,31.2,38.2,41.8,
1296,3008418,ATR_SPEED_VOLUME,2023-12-05,2023-12-07,72,Romney Rd: Royal York Rd - Edgevalley Dr,-79.51968906098396,43.66953731039563,909968,306.7,306.7,,08:00:00,36,17:30:00,30,36.4,47.4,52.1,
1297,3008419,ATR_SPEED_VOLUME,2023-12-05,2023-12-07,72,Jansusie Rd: Milmink St - Esther Lorrie Dr,-79.57676000000001,43.73003,907437,532.7,532.7,,08:15:00,34,14:45:00,55,40.4,51.3,57.3,
1298,3008399,ATR_SPEED_VOLUME,2023-12-05,2023-12-07,72,Kendleton Dr: Warrendale Crt - John Garland Blvd,-79.58071000000001,43.735655,907148,3244,3244,,08:15:00,208,14:45:00,261,42.3,49.8,56.5,
1299,3008397,ATR_SPEED_VOLUME,2023-12-05,2023-12-07,72,Vessel Cres: Bill Hancox Park Trl - Bridgend St,-79.13675574031906,43.77815046989948,30058958,212.3,212.3,,08:00:00,20,14:30:00,21,28.2,37.4,42,
1300,3008396,ATR_SPEED_VOLUME,2023-12-05,2023-12-07,72,Vessel Cres: Lakeridge Dr - Bill Hancox Park Trl,-79.13726583021814,43.777323401444505,30058954,121.3,121.3,,08:15:00,12,17:45:00,11,26.1,33.9,38.3,
1301,3008395,ATR_SPEED_VOLUME,2023-12-05,2023-12-07,72,Watson St: Old Kingston Rd - Thomas Ave,-79.17282973477211,43.783090112052385,106766,1697,1697,,08:30:00,121,15:00:00,153,41.1,48.5,53.6,
1302,3008394,ATR_SPEED_VOLUME,2023-12-05,2023-12-07,72,Watson St: Glenthorne Dr - Wishaw Rd,-79.174025,43.785920000000004,60044076,1591.3,1591.3,,08:15:00,115,16:30:00,133,40.5,48.6,53.7,
1303,3008393,ATR_SPEED_VOLUME,2023-12-05,2023-12-07,72,Watson St: Wishaw Rd - Walkway S of Ellesmere and W of Watson,-79.174835,43.787865000000004,20050875,1580.7,1580.7,,08:30:00,119,16:30:00,137,41.3,48.8,54,
1304,3008390,ATR_SPEED_VOLUME,2023-12-05,2023-12-07,72,High Park Blvd: Roncesvalles Ave - Sunnyside Ave,-79.45019,43.646100000000004,1146344,3769,3769,,08:30:00,304,16:15:00,334,27.8,34.9,39.3,
1305,3008389,ATR_SPEED_VOLUME,2023-12-05,2023-12-07,72,High Park Blvd: Indian Rd - Parkside Dr,-79.45471,43.64519,1146495,3848.7,3848.7,,08:30:00,293,15:00:00,302,33,39.4,44,
1306,3008421,ATR_SPEED_VOLUME,2023-12-05,2023-12-07,72,Amoro Dr: Waxham Rd - Westhumber Blvd,-79.57832055373707,43.72628017366805,10155439,598.7,598.7,,08:15:00,69,14:30:00,78,38,46.9,52.2,
